index,seriesName,network,season,title,imdb,engagement,dateAired,run.time,format,monster.name,monster.gender,mainMonsterGender,monster.type,monster.subtype,monster.species,monster.amount,caught.fred,caught.daphnie,caught.velma,caught.shaggy,caught.scooby,caught.other,num.caught,caught.not,caught,captured.fred,captured.daphnie,captured.velma,captured.shaggy,captured.scooby,num.captured,unmask.fred,unmask.daphnie,unmask.velma,unmask.shaggy,unmask.scooby,unmask.other,settingTerrain,suspects.amount,non-suspect,arrested,culprit.gender,culprit.amount,motive,if.it.wasnt.for,and.that,number.of.snacks,split.up,another.mystery,set.a.trap,jeepers,jinkies,my.glasses,just.about.wrapped.up,zoinks,groovy,scooby.doo.where.are.you,rooby.rooby.roo
464,Scooby-Doo Mystery Incorporated,Cartoon Network,2,Night Terrors,9.1,202,8/10/2012,23,TV Series,Fiend,Male,Male,Mythical,Anubis,Human,1,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,1,FALSE,1,FALSE,FALSE,FALSE,FALSE,FALSE,0,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,Mountain,3,FALSE,TRUE,Male,1,Competition,you meddling snow-bound brats,NULL,0,0,0,0,0,4,0,0,0,0,0,0
465,Scooby-Doo Mystery Incorporated,Cartoon Network,2,The Midnight Zone,8.7,187,8/13/2012,22,TV Series,"Kriegstaffebot,Ghost of Abigail Gluck","Male,Female",Male,"Mechanical,Ghost","Soldier,Ghost","Robot,Human",2,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,TRUE,0,FALSE,FALSE,FALSE,FALSE,FALSE,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Ocean,2,FALSE,TRUE,Male,1,Theft,NULL,NULL,0,0,0,0,1,0,0,0,0,0,0,1
466,Scooby-Doo Mystery Incorporated,Cartoon Network,2,Scarebear,8.2,169,8/14/2012,23,TV Series,Scarebear,Male,Male,Animal,Mutant,Bear,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,FALSE,1,FALSE,FALSE,FALSE,FALSE,FALSE,0,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,Forest,2,FALSE,FALSE,Male,1,Preservation,you meddling mutant animal hating kids,NULL,0,0,0,0,0,2,0,0,0,0,0,0
467,Scooby-Doo Mystery Incorporated,Cartoon Network,2,Wrath of the Krampus,8.9,207,8/15/2012,22,TV Series,Krampus,Male,Male,Mythical,Beast,Krampus,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,TRUE,0,FALSE,FALSE,FALSE,FALSE,FALSE,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Urban,1,FALSE,TRUE,"Male,Female,Female,Male,Male,Male,Female,Female,Male,Male,Female",11,Theft,NULL,NULL,0,0,0,0,0,0,0,0,0,0,0,0
468,Scooby-Doo Mystery Incorporated,Cartoon Network,2,Heart of Evil,7.6,174,8/16/2012,22,TV Series,Dragon,Male,Male,Mechanical,Dragon,Dragon,1,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,1,FALSE,1,FALSE,FALSE,FALSE,FALSE,TRUE,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Island,0,TRUE,FALSE,"Male,Female",2,Theft,NULL,NULL,1,0,0,0,2,1,0,0,0,0,1,0
469,Scooby-Doo Mystery Incorporated,Cartoon Network,2,Theater of Doom,8.6,180,8/17/2012,22,TV Series,Mummy of Friar Serra,Male,Male,Undead,Mummy,Human,1,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,1,FALSE,1,FALSE,FALSE,FALSE,FALSE,FALSE,0,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,Urban,3,FALSE,TRUE,Male,1,Theft,Vincent Van Ghoul,NULL,0,0,0,0,0,0,1,0,0,0,0,0
470,Warner Home Video,Warner Home Video,Movie,Big Top Scooby-Doo!,6.9,1442,10/9/2012,80,Movie,"Werewolf,Werewolf,Werewolf,Werewolf","Male,Male,Male,Male",Male,"Animal,Animal,Animal,Animal","Werewolf,Werewolf,Werewolf,Werewolf","Human,Human,Human,Human",4,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,2,FALSE,1,FALSE,FALSE,FALSE,FALSE,FALSE,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Rural,9,FALSE,TRUE,"Male,Male",2,Theft,you young peoples,noisy dog there,wheel barrel full,0,0,0,0,0,0,0,2,0,0,1
471,Warner Home Video,Warner Home Video,Special,Scooby-Doo! Haunted Holidays,7,392,10/16/2012,23,TV Series,Sinister Snowman,Male,Male,Possessed Object,Snow-Man,Snow-Man,1,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,2,FALSE,1,TRUE,TRUE,TRUE,FALSE,FALSE,3,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,Urban,5,FALSE,TRUE,Male,1,Competition,you meddling mystery solvers,Christmas crazy dog,0,1,1,1,0,1,1,0,1,0,0,1
472,Warner Home Video,Warner Home Video,Movie,Scooby-Doo! Mask of the Blue Falcon,6.8,1485,2/26/2013,76,Movie,Mr. Hyde,Male,Male,Super-Villain,Split-Personality,Human,1,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,4,FALSE,1,FALSE,FALSE,FALSE,FALSE,FALSE,0,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,Urban,8,FALSE,TRUE,Male,1,Competition,NULL,NULL,0,0,1,0,1,1,0,0,4,1,0,1
473,Scooby-Doo Mystery Incorporated,Cartoon Network,2,Aliens Among Us,8,172,3/25/2013,22,TV Series,"Grey Alien,Reptiod,Nordic Alien","Male,Male,Female",Male,"Extraterrestrial,Animal,Extraterrestrial","Alien,Humanoid,Alien","Alien,Reptile,Alien",3,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,1,FALSE,1,FALSE,FALSE,FALSE,FALSE,FALSE,0,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,Urban,0,TRUE,TRUE,"Male,Male,Female",3,Theft,frittering snappers. Meddling kids,NULL,0,0,0,1,1,3,0,0,1,0,0,0
474,Scooby-Doo Mystery Incorporated,Cartoon Network,2,The Horrible Herd,8.3,167,3/25/2013,22,TV Series,"Skull Cattles,Skull Cattle Queen","Male,Female",Male,"Undead,Undead","Skeleton,Skeleton","Bull,Bull",2,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,1,FALSE,1,FALSE,FALSE,FALSE,FALSE,FALSE,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Rural,4,FALSE,TRUE,Male,1,Theft,NULL,NULL,0,0,0,0,0,0,0,0,0,0,0,0
475,Scooby-Doo Mystery Incorporated,Cartoon Network,2,Dance of the Undead,8,180,3/26/2013,22,TV Series,"Rude Boy and the Ska-Tastics,Rude Boy and the Ska-Tastics,Rude Boy and the Ska-Tastics,Rude Boy and the Ska-Tastics","Male,Male,Male,Male",Male,"Undead,Undead,Undead,Undead","Zombie,Zombie,Zombie,Zombie","Human,Human,Human,Human",4,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,3,FALSE,1,TRUE,TRUE,TRUE,FALSE,FALSE,3,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,Urban,2,TRUE,TRUE,"Male,Male,Male,Male",4,Competition,NULL,NULL,0,0,0,0,0,1,0,0,2,0,0,0
476,Scooby-Doo Mystery Incorporated,Cartoon Network,2,The Devouring,7.8,166,3/27/2013,23,TV Series,Gluton Demon,Male,Male,Mythical,Demon,Demon,1,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,2,FALSE,1,FALSE,FALSE,FALSE,FALSE,FALSE,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Urban,3,FALSE,TRUE,Female,1,Competition,you bread hating health fanatics,NULL,0,0,0,1,0,2,0,0,1,0,0,1
477,Scooby-Doo Mystery Incorporated,Cartoon Network,2,Stand and Deliver,8.3,171,3/28/2013,22,TV Series,Dandy Highwayman,Male,Male,Disguised,Highwayman,Human,1,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,1,FALSE,1,FALSE,TRUE,FALSE,FALSE,FALSE,1,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,Urban,2,FALSE,TRUE,Male,1,Competition,meddling romance killers,NULL,0,0,1,0,1,2,0,0,0,0,0,0
478,Scooby-Doo Mystery Incorporated,Cartoon Network,2,The Man in the Mirror,8.9,176,3/29/2013,22,TV Series,"Evil Fred,Evil Daphnie","Male,Female",Male,"Disguised,Disguised","Clone,Clone","Human,Human",2,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,1,FALSE,1,TRUE,FALSE,FALSE,FALSE,FALSE,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Urban,0,TRUE,TRUE,"Male,Female",2,Theft,NULL,NULL,0,1,1,0,0,0,0,0,1,0,0,0
479,Scooby-Doo Mystery Incorporated,Cartoon Network,2,Nightmare in Red,8.9,187,4/2/2013,23,TV Series,Monstrous Freak,Male,Male,Animal,Humanoid,Beast,1,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,1,FALSE,1,FALSE,FALSE,FALSE,FALSE,FALSE,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Rural,2,TRUE,TRUE,Male,1,Preservation,NULL,NULL,0,0,0,1,1,3,0,0,0,0,0,0
480,Scooby-Doo Mystery Incorporated,Cartoon Network,2,Dark Night of Hunters,8.4,165,4/3/2013,22,TV Series,Priestess,Female,Female,Magician,Shaman,Human,1,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,1,FALSE,1,FALSE,FALSE,FALSE,FALSE,FALSE,0,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,Jungle,2,FALSE,TRUE,Male,1,Competition,NULL,NULL,0,0,0,0,0,1,0,0,1,0,0,0
481,Scooby-Doo Mystery Incorporated,Cartoon Network,2,Gates of Gloom,8.7,169,4/4/2013,23,TV Series,Kriegstaffebot,Male,Male,Mechanical,Soldier,Robot,1,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,1,TRUE,0,FALSE,FALSE,FALSE,FALSE,FALSE,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Cave,1,FALSE,FALSE,Male,1,Treasure,NULL,NULL,0,1,0,0,1,1,0,0,1,0,0,1
482,Scooby-Doo Mystery Incorporated,Cartoon Network,2,Through the Curtain,9,184,4/5/2013,22,TV Series,Evil Entity,Male,Male,Mythical,Evil,Element,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,FALSE,1,FALSE,FALSE,FALSE,FALSE,FALSE,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Cave,0,FALSE,TRUE,NULL,0,Conquer,NULL,NULL,0,0,0,0,2,1,0,0,2,0,0,0
483,Scooby-Doo Mystery Incorporated,Cartoon Network,2,Come Undone,9.3,260,4/5/2013,22,TV Series,"Evil Entity,Minions","Male,Male",Male,"Mythical,Ancient","Evil,Humanoid","Element,Human",2,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,1,FALSE,1,FALSE,FALSE,FALSE,FALSE,TRUE,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Urban,0,FALSE,TRUE,NULL,0,Conquer,NULL,NULL,0,0,0,0,1,2,0,0,2,0,1,1
484,Warner Home Video,Warner Home Video,Movie,Scooby-Doo Adventure: The Mystery Map!,5.1,294,7/23/2013,45,Movie,"Ye Phantom Parrot,Ghost of Gnarlybeard","Male,Male",Male,"Animal,Undead","Parrot,Pirate","Bird,Human",2,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,3,FALSE,1,FALSE,FALSE,FALSE,TRUE,TRUE,2,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,Island,5,FALSE,TRUE,"Male,Female",2,Treasure,you meddling kids,NULL,2,0,0,0,0,8,0,0,2,1,0,4
485,Warner Home Video,Warner Home Video,Movie,Scooby-Doo! Stage Fright,7.1,1380,8/20/2013,78,Movie,Phantom,Male,Male,Ghost,Phantom,Human,1,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,1,FALSE,1,FALSE,FALSE,FALSE,FALSE,FALSE,0,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,Urban,19,FALSE,TRUE,"Male,Male,Male,Male,Male",5,Theft,you meddling kids,filthy germy dog,0,0,1,1,0,0,0,0,1,0,0,2
486,Warner Home Video,Warner Home Video,Special,Scooby-Doo! and the Spooky Scarecrow,7.3,403,9/10/2013,23,TV Series,Cornfield Clem,Male,Male,Possessed Object,Scarecrow,Scarecrow,1,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,1,FALSE,1,FALSE,FALSE,FALSE,FALSE,FALSE,0,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,Rural,9,FALSE,TRUE,Male,1,Theft,you meddling kids,spooky ol' dog,0,0,1,0,0,0,0,0,0,0,0,1
487,Warner Home Video,Warner Home Video,Special,Scooby-Doo! Mecha Mutt Menace,6.5,242,9/24/2013,23,TV Series,Mecha Mutt,Male,Male,Mechanical,Robot,Hound,1,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,1,FALSE,1,FALSE,FALSE,FALSE,FALSE,FALSE,0,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,Urban,4,FALSE,TRUE,Female,1,Competition,you meddling space cadets,NULL,1,0,0,0,0,0,1,0,1,0,0,1
488,Warner Home Video,Warner Home Video,Movie,Scooby-Doo! Wrestlemania Mystery,6.3,2825,3/25/2014,84,Movie,Ghost Bear,Male,Male,Ghost,Bear,Bear,1,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,2,FALSE,1,FALSE,FALSE,FALSE,FALSE,FALSE,0,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,Forest,9,FALSE,TRUE,Male,1,Competition,you meddling kids,giant crazy dog,0,1,0,0,0,3,0,0,3,0,1,3
489,Warner Home Video,Warner Home Video,Special,Scooby-Doo! Ghastly Goals!,6.6,216,5/13/2014,22,TV Series,Eshu,Male,Male,Animal,Humanoid,Beast,1,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,1,FALSE,1,FALSE,FALSE,FALSE,FALSE,FALSE,0,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,Urban,5,FALSE,TRUE,Male,1,Theft,you meddling kids,soccer stinking dog,0,0,0,0,0,1,0,0,1,0,0,1
490,Warner Home Video,Warner Home Video,Movie,Scooby-Doo! Frankencreepy,6.7,1541,8/19/2014,74,Movie,"Ghost of the Baron,Frankencreep","Male,Male",Male,"Ghost,Undead","Baron,Frankenstein's Monster","Human,Chimera",2,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,1,FALSE,1,TRUE,TRUE,TRUE,TRUE,TRUE,5,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,Rural,6,FALSE,TRUE,"Male,Female,Male,Female",4,Competition,you meddling kids,NULL,0,0,0,0,10,2,0,0,4,0,0,1
491,Warner Home Video,Warner Home Video,Movie,Scooby-Doo! Moon Monster Madness,6.5,1269,2/17/2015,80,Movie,Alien,Male,Male,Extraterrestrial,Extraterrestrial,Alien,1,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,1,FALSE,1,FALSE,FALSE,FALSE,FALSE,FALSE,0,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,Urban,8,FALSE,TRUE,Female,1,Competition,NULL,NULL,0,0,0,0,2,1,0,0,1,0,0,2
492,Warner Home Video,Warner Home Video,Special,Scooby-Doo! and the Beach Beastie,7.1,188,5/5/2015,22,TV Series,Sea Monster,Male,Male,Possessed Object,Elemental,Water,1,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,1,FALSE,1,FALSE,FALSE,FALSE,FALSE,FALSE,0,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,Coast,4,FALSE,TRUE,Male,1,Theft,that guy,net,2,0,0,0,0,0,0,0,0,0,0,1
493,Warner Home Video,Warner Home Video,Movie,Scooby-Doo! KISS: Rock and Roll Mystery,6.5,1891,7/21/2015,79,Movie,"Witch,KISS Monsters,Harpies,The Destroyer","Female,Male,Female,Male",Female,"Magician,Possessed Object,Mythical,Demon","Witch,Statue,Harpy,Demon","Human,Human,Harpy,Demon",4,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,1,FALSE,1,FALSE,FALSE,FALSE,FALSE,FALSE,0,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,Urban,6,FALSE,TRUE,Female,1,Theft,"you meddling kiss, err meddling kids, kids!",NULL,0,0,0,1,1,1,0,0,1,0,0,0
494,"Be Cool, Scooby-Doo!",Cartoon Network,1,Mystery 101,7.9,122,10/5/2015,22,TV Series,Ghost of Elias Kingston,Male,Male,Ghost,Ghost,Human,1,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,1,FALSE,1,FALSE,FALSE,FALSE,FALSE,FALSE,0,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,Urban,3,FALSE,TRUE,"Male,Male",2,Competition,RUN!,NULL,0,1,1,0,0,0,0,0,0,0,0,0
495,"Be Cool, Scooby-Doo!",Cartoon Network,1,Game of Chicken,7.2,102,10/6/2015,22,TV Series,Spirit of the Zatari Warrior,Male,Male,Ancient,Spirit,Human,1,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,1,FALSE,1,FALSE,FALSE,FALSE,FALSE,FALSE,0,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,Cave,3,FALSE,TRUE,Male,1,Treasure,NULL,NULL,0,0,0,0,0,0,0,0,1,0,1,0
496,"Be Cool, Scooby-Doo!",Cartoon Network,1,All Pawns on Deck,7.4,101,10/7/2015,22,TV Series,"Sea Creature,Sea Creature","Male,Male",Male,"Animal,Animal","Humanoid,Humanoid","Sea-Monster,Sea-Monster",2,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,1,FALSE,1,FALSE,FALSE,FALSE,FALSE,FALSE,0,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,Ocean,4,FALSE,TRUE,"Male,Female",2,Treasure,you meddling kids,NULL,0,0,0,0,0,0,0,0,1,0,0,0
497,"Be Cool, Scooby-Doo!",Cartoon Network,1,Poodle Justice,7.3,85,10/8/2015,22,TV Series,Gargoyle,Male,Male,Possessed Object,Statue,Gargoyle,1,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,1,FALSE,1,FALSE,FALSE,FALSE,FALSE,FALSE,0,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,Urban,4,FALSE,TRUE,Female,1,Competition,"actually, no, I can't back that up, the odds were pretty much against me in hindsight",NULL,0,0,0,0,0,1,0,0,0,0,0,0
498,"Be Cool, Scooby-Doo!",Cartoon Network,1,Grand Scam,7.3,78,10/9/2015,22,TV Series,Ghost of Chip Braverton,Male,Male,Ghost,Ghost,Human,1,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,1,FALSE,1,FALSE,FALSE,FALSE,FALSE,FALSE,0,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,Urban,3,FALSE,TRUE,Male,1,Competition,NULL,NULL,0,0,0,0,0,0,0,0,0,0,0,0
499,"Be Cool, Scooby-Doo!",Cartoon Network,1,Trading Chase,7.6,80,10/12/2015,22,TV Series,Sobek,Male,Male,Mythical,Humanoid,Crocodile,1,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,1,FALSE,1,FALSE,FALSE,FALSE,FALSE,FALSE,0,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,Urban,3,FALSE,TRUE,Female,1,Theft,"you medding, and your case crazy and misguised, kids",NULL,0,0,0,0,0,0,0,0,0,0,0,0
500,"Be Cool, Scooby-Doo!",Cartoon Network,1,"Be Quiet, Scooby-Doo!",7.5,84,10/15/2015,22,TV Series,Crystal Crawler,Male,Male,Animal,Humanoid,Cave-Monster,1,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,2,FALSE,1,FALSE,FALSE,FALSE,FALSE,FALSE,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Cave,2,FALSE,TRUE,Male,1,Competition,NULL,NULL,0,0,1,0,0,1,0,0,0,0,0,1
501,"Be Cool, Scooby-Doo!",Cartoon Network,1,Party Like It's 1899,8.2,88,10/19/2015,22,TV Series,Headless Count,Male,Male,Undead,Headless,Human,1,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,1,FALSE,1,TRUE,TRUE,FALSE,FALSE,FALSE,2,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Rural,5,FALSE,TRUE,Male,1,Theft,"my, dear sweet meddling Daphnie",your vile friends,0,0,0,0,0,0,0,0,0,0,0,0
502,"Be Cool, Scooby-Doo!",Cartoon Network,1,Screama Donna,7.4,72,10/20/2015,22,TV Series,Ghost of the Prima Donna,Female,Female,Ghost,Ghost,Human,1,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,1,FALSE,1,FALSE,FALSE,FALSE,FALSE,FALSE,0,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,Urban,4,FALSE,TRUE,Male,1,Competition,you meddling kids,NULL,0,1,0,0,0,0,0,0,2,0,0,0
503,"Be Cool, Scooby-Doo!",Cartoon Network,1,Kitchen Frightmare,7.5,75,10/21/2015,22,TV Series,Yeti,Male,Male,Animal,Yeti,Yeti,1,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,1,FALSE,1,FALSE,FALSE,FALSE,FALSE,FALSE,0,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,Urban,3,FALSE,TRUE,Male,1,Competition,NULL,NULL,0,0,0,0,0,2,0,0,0,0,0,0
504,"Be Cool, Scooby-Doo!",Cartoon Network,1,"Me, Myself, and A.I.",7.5,72,10/22/2015,22,TV Series,Butler 3000,Male,Male,Mechanical,Robot,Robot,1,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,1,FALSE,1,FALSE,FALSE,FALSE,FALSE,FALSE,0,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,Urban,3,FALSE,TRUE,Female,1,Competition,you meddling human meat sacks,NULL,0,0,0,0,0,0,0,0,1,0,0,1
505,"Be Cool, Scooby-Doo!",Cartoon Network,1,Area 51 Adjacent,7.4,71,10/23/2015,22,TV Series,Alien,Male,Male,Extraterrestrial,Alien,Alien,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,FALSE,1,FALSE,FALSE,FALSE,FALSE,FALSE,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Desert,2,FALSE,TRUE,Male,1,Competition,NULL,NULL,0,0,0,0,0,0,0,0,2,0,0,0
506,"Be Cool, Scooby-Doo!",Cartoon Network,1,"Where There's a Will, There's a Wraith",7.5,81,10/28/2015,22,TV Series,Phantom,Male,Male,Ghost,Phantom,Human,1,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,5,FALSE,1,FALSE,FALSE,FALSE,FALSE,FALSE,0,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,Rural,4,FALSE,TRUE,"Female,Female",2,Inheritance,slumber partying kids,NULL,0,0,0,0,0,0,0,0,0,0,0,0
507,Lego,Cartoon Network,Special,Scooby-Doo! Knight Time Terror,6.6,288,11/25/2015,22,TV Series,Black Knight,Male,Male,Possessed Object,Suit,Object,1,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,4,FALSE,1,FALSE,FALSE,FALSE,FALSE,FALSE,0,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,Rural,6,FALSE,TRUE,Male,1,Treasure,you meddling kids,"and your dog, and that stupid plant",0,0,0,0,1,2,0,0,0,0,0,1
508,"Be Cool, Scooby-Doo!",Cartoon Network,1,Scary Christmas,7.4,75,12/5/2015,22,TV Series,Pterodactyl,Male,Male,Ancient,Dinosaur,Pterodactyl,1,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,3,FALSE,1,FALSE,TRUE,FALSE,FALSE,TRUE,2,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,Urban,4,FALSE,TRUE,"Male,Male",2,Theft,oh be quiet we didn't,NULL,0,0,0,0,0,0,0,0,0,0,0,1
509,"Be Cool, Scooby-Doo!",Cartoon Network,1,"If You Can't Scooby-Doo the Time,Don't Scooby-Doo the Crime",7.7,72,12/10/2015,24,TV Series,Ghost of Stealin' Stan,Male,Male,Ghost,Prisoner,Human,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,FALSE,1,FALSE,FALSE,FALSE,FALSE,FALSE,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Island,2,TRUE,FALSE,Male,1,Theft,NULL,NULL,0,0,0,0,1,0,0,0,1,0,0,0
510,"Be Cool, Scooby-Doo!",Cartoon Network,1,Gremlin on a Plane,7.8,66,2/13/2016,22,TV Series,Gremlin,Male,Male,Mythical,Gremlin,Gremlin,1,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,1,FALSE,1,FALSE,FALSE,FALSE,FALSE,FALSE,0,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,Air,3,FALSE,TRUE,Male,1,Competition,you meddiling kids,NULL,0,1,0,0,0,0,0,0,1,0,0,1
511,"Be Cool, Scooby-Doo!",Cartoon Network,1,Sorcerer Snacks Scare,7.9,67,2/20/2016,22,TV Series,Sorcerer,Male,Male,Magician,Sorcerer,Human,1,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,1,FALSE,1,FALSE,FALSE,FALSE,FALSE,FALSE,0,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,Urban,4,FALSE,TRUE,Male,1,Competition,you meddling puppet haters,NULL,several boxes,0,0,0,0,0,0,0,2,0,0,0
512,"Be Cool, Scooby-Doo!",Cartoon Network,1,Saga of the Swamp Beast,8.2,67,2/27/2016,22,TV Series,Swamp Monster,Male,Male,Plant,Humanoid,Swamp-Monster,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,FALSE,1,FALSE,FALSE,FALSE,FALSE,FALSE,0,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,Swamp,3,FALSE,TRUE,Male,1,Theft,that meddling alligator,NULL,0,0,0,0,0,0,0,0,1,0,0,0
513,"Be Cool, Scooby-Doo!",Cartoon Network,1,"Be Cold, Scooby-Doo!",7.5,63,3/5/2016,22,TV Series,Snow Monster,Male,Male,Possessed Object,Snow-Man,Snow-Man,1,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,1,FALSE,1,FALSE,FALSE,FALSE,FALSE,FALSE,0,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,Snow,3,FALSE,TRUE,Female,1,Preservation,NULL,NULL,0,1,0,0,0,0,0,0,1,0,0,0
514,Lego,Warner Home Video,Movie,LEGO Scooby-Doo! Haunted Hollywood,5.9,1144,3/10/2016,74,Movie,"Headless Horseman,Mummy,Zombie","Male,Male,Male",Male,"Undead,Undead,Undead","Headless,Mummy,Zombie","Human,Human,Human",3,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,2,FALSE,1,FALSE,FALSE,FALSE,FALSE,FALSE,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Urban,5,FALSE,TRUE,"Male,Male",2,Competition,you,mangy mutt,several,0,1,0,2,1,0,0,2,0,1,1
515,"Be Cool, Scooby-Doo!",Cartoon Network,1,Giant Problems,7.4,58,3/12/2016,22,TV Series,Giant,Male,Male,Mythical,Giant,Cyclops,1,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,1,FALSE,1,FALSE,FALSE,FALSE,FALSE,FALSE,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Forest,3,FALSE,TRUE,Male,1,Competition,NULL,NULL,0,1,1,0,1,0,0,0,0,0,0,0
